name,population,total_area,city_gdp_per_population,percentage_urban_area_as_open_public_spaces,percentage_urban_area_as_open_public_spaces_and_streets,percentage_urban_area_as_streets,share_of_population_within_400m_of_open_space,closed_forest,cultivated,herbaceous_vegetation,herbaceous_wetland,open_forest,permanent_water,shrubs,urban,city_mean_elevation,city_elevation_delta,region_100km_mean_elevation,region_100km_elevation_delta,region_50km_mean_elevation,region_50km_elevation_delta,region_20km_mean_elevation,region_20km_elevation_delta,region_100km_urban,region_100km_cultivated,region_50km_urban,region_50km_cultivated,region_20km_urban,region_20km_cultivated,mean_population_exposure_to_pm2_5_2019,city_average_pop_density,city_delta_pop_density,city_max_pop_density,region_100km_average_pop_density,region_50km_average_pop_density,region_20km_average_pop_density,city_includes_estuary,region_100km_includes_estuary,region_50km_includes_estuary,region_20km_includes_estuary,pop1950,pop1955,pop1960,pop1965,pop1970,pop1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015,pop2020,biome_name,realm,number_of_biomes,happiness_future_life,happiness_positive_effect,happiness_negative_effect,temperature_annual_average,temperature_monthly_min,temperature_monthly_max,rainfall_annual_average,rainfall_monthly_min,rainfall_monthly_max,merlin_pool_size,birdlife_pool_size,either_pool_size,both_pool_size
Jaipur,3605858,34323.4073642092,,4.37,21.15,16.78,18.51,0.000161818576083559,0.22385465083812,0.0347646133506036,0.00123970253666256,0.0368752352488543,0.000277403273286101,0.00921169242105247,0.691421766112417,401.576682857433,114,0.0,336,0.0,244,0.0,213,0.0183624746275516,0.837969555839117,0.0171975150245999,0.877703015183369,0.0301586421514598,0.854488903254826,86.8,655.801645633292,3369.80444335938,3369.80444335938,21.9978899239148,21.7741764303631,29.8506837333864,false,false,false,false,290,350,400,500,620,780,980,1210,1480,1830,2260,2750,2920,3140,3480,Tropical & Subtropical Dry Broadleaf Forests,Indomalayan,1,,,,25.1356217698642,8.12957837384469,40.4808668689154,591.454713706122,2.66195317578964,212.031878959002,264,286,339,211
Jakarta,36337674,503770.359337652,,,,,,0.0303732595908911,0.264574932867875,0.0362630312054227,0.0130433489179202,0.0845023333307967,0.00243600201586623,0.00180231561955115,0.559369862603447,207.798712418762,1067,0.0,1615,0.0,1494,0.0,1265,0.0334452312033585,0.12272712853509,0.0479169999749785,0.163536981986117,0.0596127763272626,0.252348968712172,27.7,452.399787489212,2298.53295898438,2298.53295898438,46.4310219113864,48.9235784307573,38.1370314396839,true,true,true,true,1450,1970,2680,3300,3920,4810,5980,7010,8180,8320,8390,8840,9120,9700,10790,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,26.4049759335621,20.768256538897,32.3599866084475,2399.40699679803,91.513316194748,350.512676726484,153,405,423,135
Johannesburg,6516242,163433.717480455,,1.85,12.7,10.84,15.4,0.000272580590796448,0.0323507808307815,0.248061546290918,0.0035943383761771,0.0153705487855624,0.0026235496209672,0.00327806313210216,0.689385122514331,1610.62222193769,182,0.0,640,0.0,518,0.0,365,0.045365358873325,0.195198294474319,0.083517723313128,0.184694598687751,0.125454043071503,0.120621691390832,39.6,248.555341418097,9782.8388671875,9782.8388671875,12.5732495821893,23.8847564503878,35.6626881580864,false,false,false,false,900,1020,1150,1290,1440,1550,1660,1770,1900,2260,2730,3260,3440,3620,3780,Montane Grasslands & Shrublands,Afrotropic,1,7.443,0.775,0.28,16.094334068661,1.84310356458838,26.550955000033,731.820609173437,6.2721325452999,131.966941642188,340,381,422,299
Kampala,3483006,52682.1360034348,,,,,,0.00190593338691117,0.0883170139381365,0.034047505462108,0.00712512835684588,0.103742124456343,0.00319371818382892,0.0431596992083018,0.718508877007525,1181.43451002774,46,0.0,244,0.0,183,0.0,91,0.0103757744346729,0.228501358072411,0.0188773702626252,0.168008532999275,0.0408820252912831,0.206042237316994,,411.818107874818,1352.79931640625,1352.79931640625,10.9131897881994,15.6155706408627,21.8483196657703,false,false,false,false,100,110,140,220,340,400,470,600,760,910,1100,1320,1420,1600,1980,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,1,,,,21.5614072835446,15.4077255660804,28.401712347105,1305.22713116892,62.2667600216415,185.134956462193,364,557,577,344
Kanpur,3768333,24345.4515069031,,,,,,0.0037377575104365,0.265583611287651,0.0339354259414752,0.00465383412016183,0.0367232162600571,0.00367757917638927,0.00240197890072869,0.634546384222814,122.0,0,0.0,122,0.0,61,0.0,0,0.0193174053741771,0.930882930802295,0.00853026037755411,0.937515422336243,0.0138022350978644,0.932623906065637,,968.763266238113,2907.11157226563,2907.11157226563,46.9332619868725,36.2343109760975,36.2209667728871,false,false,false,false,690,810,950,1090,1250,1420,1610,1800,2000,2290,2640,3020,3160,3370,3730,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,25.664451193704,8.42274354664999,41.4688512802538,824.078862032836,1.6850056237435,276.997582754198,195,324,342,177
Kaohsiung,2413426,45199.4222598006,,,,,,0.0214711058323583,0.0891837912798837,0.00176587551727722,0.00734594483408423,0.0573686891809897,0.0581447248228927,0.000413600603370292,0.733919378109838,104.805308396228,229,0.0,2956,0.0,2591,0.0,2591,0.03913687299403,0.047894085146872,0.0849711086021114,0.0590614892679177,0.178093593210505,0.110855395505298,23.5,359.30917017036,1590.83056640625,1590.83056640625,18.2959285240311,26.061215906534,52.278918302525,true,true,true,true,260,340,440,590,810,990,1160,1290,1380,1420,1470,1520,1540,1600,1740,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,24.1615656561122,14.6420607241839,31.600026930401,1878.59862229996,11.1851824155845,476.220195725543,286,262,351,197
Kathmandu,3529232,27039.4496025607,,,,,,0.0381523365832682,0.329295479326625,0.0116686768381723,0.0,0.0806228165623002,0.0,0.00341407679800669,0.536846613891628,1524.0,0,0.0,6949,0.0,5090,0.0,1829,0.00852917044120527,0.227242050678123,0.00298285505942853,0.131207263035634,0.00598382164581947,0.163546604429194,,811.029097540812,14839.3916015625,14839.3916015625,15.9064583578563,10.1081823481977,16.4736028109139,false,false,false,false,100,110,120,130,150,180,220,300,400,510,640,820,900,1030,1280,Temperate Broadleaf & Mixed Forests,Indomalayan,1,7.395,0.619,0.305,17.7475901842176,3.07933840646787,27.6691332592199,1550.78903745755,7.35251199090547,393.00283525075,439,490,578,351
Khartoum,5842495,74831.8395147208,,,,,,0.00150871746261172,0.0922487858122168,0.0157221356591604,0.00134024158780898,0.00236491825986051,0.0377038241647265,0.00560567828683022,0.698315284898572,377.507285160335,30,0.0,183,0.0,99,0.0,91,0.00911760358199783,0.137065668593671,0.0187382533612968,0.129208288243127,0.0526856116098099,0.170459270932626,65.8,485.942215648214,2338.78125,2338.78125,3.53037402170632,6.46438122020139,14.7703230685432,false,false,false,false,180,250,350,480,660,890,1160,1610,2360,3240,3950,4520,4750,5180,6080,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Afrotropic,1,5.624,0.541,0.303,29.1568829967511,15.0243755987852,41.4804482214915,128.881559364389,0.0,60.0161666343153,138,284,316,106
Kochi,2560750,73136.9872966307,,,,,,0.250607475137331,0.0233633189501012,0.00710340477635919,0.0338226094780751,0.170632370749347,0.0784591012740091,0.000850709022755403,0.381068149792438,46.2638797707639,198,0.0,1524,0.0,1524,0.0,610,0.0203774037977526,0.0665560374021955,0.0283577986508784,0.0457353686334444,0.0329209124459464,0.01772787603296,34.1,244.169908365677,1927.96728515625,1927.96728515625,47.0925171105658,47.9717272458841,53.778047085641,true,true,true,true,160,210,270,340,420,530,670,860,1100,1230,1340,1460,1520,1610,1790,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,27.3831814093195,22.2534208471883,33.320787541205,3292.10071502161,14.1167292992749,751.013459164779,309,357,403,263
Kolkata,21615073,281270.276549317,,,,,,0.0793474278730182,0.355261546901774,0.00493645789273431,0.0281790178610376,0.230683823141466,0.0320555870068375,0.00040848221982442,0.267894245907032,0.0,0,0.0,91,0.0,30,0.0,0,0.0462655250362715,0.583841653123588,0.0511534164465499,0.664005750579393,0.0498389960499597,0.675210717396513,80.4,481.347396383809,7193.8916015625,7193.8916015625,59.0577954431161,75.209730045355,87.0478348745623,true,true,true,true,4510,5060,5650,6260,6930,7890,9030,9950,10890,11920,13060,14280,14790,15580,17040,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,26.3539946384923,12.8857750063953,35.8163430934035,1576.91952846394,4.03347726043713,330.633114823196,310,332,405,237
Kuala Lumpur,6345813,133401.820714794,,,,,,0.0891227087602882,0.0398528395522207,0.0194129622426709,0.0036449357137538,0.0989416828420391,0.0110176120218998,0.00136298997981971,0.733382382526024,215.135116973662,686,0.0,914,0.0,762,0.0,762,0.0274558198022716,0.0296607459123659,0.0480855246808653,0.0336615087582011,0.102170873164122,0.0483216882889986,19.1,298.071027626615,1639.95068359375,1639.95068359375,9.03470796532059,13.1520761280839,21.84124012482,false,true,true,true,210,280,340,390,450,640,920,1020,1120,1210,1310,1400,1450,1520,1670,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,26.9723973650736,21.6865206116608,32.4947060707421,2374.2728231755,121.560978873711,277.821584259994,417,465,541,341
Kunming,3068953,36318.6978564058,,,,,,0.0270824245627553,0.0510701646948777,0.0199495263072057,0.00776793209984642,0.0631550002635655,0.00833698610461041,0.0151902218231592,0.807357530422367,2022.72323876205,213,0.0,1174,0.0,914,0.0,579,0.0436598362904849,0.297465706720532,0.0743489839280936,0.284171075090617,0.128632919380082,0.221815074018938,27.5,526.241080478212,10322.6767578125,10322.6767578125,11.5939885355701,14.6578472878569,21.2766916649789,false,false,false,false,640,740,860,980,1100,1220,1360,1490,1610,2040,2590,2840,2930,3100,3400,Tropical & Subtropical Moist Broadleaf Forests,Palearctic,1,,,,15.3264185595877,1.93134551271055,24.402641174514,1000.95601147053,12.0366968751071,209.93807746465,345,385,498,232
Kuwait City,3171818,48092.7406303242,,1.53,24.05,22.52,49.42,0.0,0.0106416928066838,0.00562396139995096,0.0,0.00360474299879912,0.00700982459212933,0.00523925400206857,0.71266611949698,4.72854277829554,53,0.0,274,0.0,198,0.0,91,0.00579169122923656,0.0138338543711992,0.0122043803189207,0.00917137509366121,0.0348776050775979,0.014017075824684,79.2,447.755455301978,936.568786621094,936.568786621094,2.25440485375207,4.81635096892969,16.9078976585379,false,true,true,false,60,110,180,300,550,690,890,1120,1390,1190,1500,1890,2060,2300,2590,Deserts & Xeric Shrublands,Palearctic,1,7.893,0.744,0.302,25.4583214063523,8.31940743943703,43.3186080792556,97.4454357838796,0.0,21.7965265479751,328,161,335,154
Kyiv,2736313,51683.93473951,,,,,,0.0928816298350726,0.0324812876284429,0.0196951823402414,0.0407777809746759,0.119971913287387,0.0640320424596121,0.0,0.630160163474568,118.919730189335,75,0.0,161,0.0,106,0.0,76,0.0378411733080391,0.496552797521828,0.0653757577490936,0.434199874785851,0.133245560502734,0.29813770753501,,330.402055744922,650.979614257813,650.979614257813,3.18358645956082,5.34203091482978,13.2566209302504,false,false,false,false,820,970,1160,1390,1660,1930,2200,2410,2570,2590,2610,2670,2710,2750,2770,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,7.98908437391885,-8.0085699359074,24.9748880989316,626.785675419284,35.8354429043093,84.6607367333629,217,202,245,174
Las Vegas,2026403,87603.3513390955,0.054942674,,,,,4.4558191119168e-05,0.0109519374090798,0.0215031132050937,0.0,0.00336621116254912,0.000170806399290144,0.0683259962301439,0.760759936746008,645.962984718177,430,0.0,2640,0.0,2488,0.0,1651,0.00416979951209845,0.000755971965897061,0.00992250932343641,0.000943593627732672,0.0289222992229428,0.00116099045770662,7,144.001469908095,4215.7998046875,4215.7998046875,0.439998300357715,1.00224632561213,3.37327353778516,false,false,false,false,40,60,90,150,240,320,440,560,710,970,1340,1720,1820,1920,2010,Deserts & Xeric Shrublands,Nearctic,1,,,,18.6101686244555,0.361705285651416,39.3687840186369,108.554489617925,2.53489071369159,13.3460321096765,317,211,330,198
Lima,9262110,87505.3176631815,,2.93,36.7,33.77,,0.000326845193181293,0.00399379075405808,0.0140351800236461,1.09076723283902e-05,0.00271759309163642,0.00411313352188635,0.0655659755907681,0.615565505063726,618.241227462307,2285,0.0,4877,0.0,4877,0.0,3962,0.00191041277356958,0.00723695900716335,0.00429348616035495,0.00476780178637853,0.0121140953566501,0.00282200806103815,37.3,682.224725414507,5465.98095703125,5465.98095703125,3.9343797703741,8.97860112551676,22.0886179723837,false,false,false,false,1070,1370,1760,2280,2980,3700,4440,5120,5840,6540,7120,7750,8010,8380,8860,Deserts & Xeric Shrublands,Neotropic,1,7.972,0.819,0.329,18.9583046374014,12.2963543440734,27.9939738324272,15.1478857681545,0.0,3.4373422876666,160,158,194,124
London,9609566,185983.298509348,0.087431108,12.94,24.88,11.95,81.29,0.0149432486772576,0.0556490322836554,0.0573398905575708,0.00568301393236591,0.149835629711988,0.0181593484689495,0.0,0.693709917354636,53.7488869175973,146,0.0,218,0.0,185,0.0,157,0.0710367831305386,0.465478033754587,0.103594531125298,0.522676538438919,0.160135958133799,0.41483349281172,12.7,326.726133781432,2331.32568359375,2331.32568359375,23.0976727074667,27.7991910180192,40.6294286488175,true,true,true,true,8360,8280,8200,7870,7510,7550,7660,7670,7650,7910,8220,8500,8570,8610,8620,Temperate Broadleaf & Mixed Forests,Palearctic,1,7.587,0.819,0.258,10.4514262623246,0.996499364989737,22.6151040571563,631.469109672701,39.4091963466156,61.76010745509,222,188,237,173
Los Angeles,14284216,563741.591116852,0.079718831,,,,,0.000851151800604893,0.00119519319120584,0.0619950857233401,0.00054240613502833,0.054398376941056,0.00503599461953897,0.082784458782726,0.754829265585789,235.466681789875,1195,0.0,2585,0.0,2585,0.0,2585,0.0429859554664494,0.0123934848328974,0.0592739152708908,0.0121496985911696,0.0568966987919549,0.00359141573042601,9.1,160.613215695219,3936.92358398438,3936.92358398438,9.52091449972459,12.6350997177336,11.9004161854391,true,true,true,true,4050,5150,6530,7410,8380,8930,9510,10180,10880,11340,11810,12310,12500,12770,13160,"Mediterranean Forests, Woodlands & Scrub",Nearctic,1,7.926,,,17.6462843116207,6.15259481912311,30.5843731150544,362.663865790297,0.917450433764805,76.4075523584961,382,289,400,271
Lucknow,4627157,37216.3545699188,,,,,,0.00353717481436464,0.360246195467928,0.00956251490141693,0.00399502333470885,0.0103904248651832,4.26800850622463e-05,0.000774601700659121,0.611302004532959,122.0,0,0.0,46,0.0,31,0.0,31,0.0158520352028797,0.939536541500914,0.0119628058376827,0.933267486652394,0.0190059574984309,0.906176096191771,138.3,778.174997196522,4867.6123046875,4867.6123046875,53.8585294098814,46.6546363716576,38.5661494442185,false,false,false,false,490,560,640,720,800,890,990,1250,1610,1910,2220,2570,2700,2880,3190,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,25.6623076723911,8.76772625130323,40.9761730842008,985.527374137952,1.66562684161419,299.501987278192,242,333,358,217
Madrid,4895942,78125.4832658977,0.06786743,6.7,23.94,17.25,63.13,0.0154187871590845,0.170557184253291,0.0370746191420762,6.6660230105886e-05,0.0675211782019943,0.000235968500819267,0.0710640459872516,0.638061556525377,629.730768063078,138,0.0,1393,0.0,1322,0.0,1133,0.0256037714002319,0.456820661023753,0.0528768808459402,0.447072017136944,0.105626185450599,0.455071885446886,9.8,390.822078780875,987.013305664063,987.013305664063,3.86700481088198,9.10432356146837,20.6910611602852,false,false,false,false,1700,2020,2390,2900,3520,3890,4250,4360,4410,4700,5040,5410,5570,5760,5920,"Mediterranean Forests, Woodlands & Scrub",Palearctic,1,7.104,0.652,0.316,13.8100843128486,1.32856487747305,31.1084684882199,442.478385440146,10.7225019021233,56.6272508714217,259,204,269,194
Makassar,2202527,37216.4790700012,,,,,,0.00690665179387106,0.294168803171009,0.0240309809120405,0.0555035044789418,0.0465533380777218,0.0247410748626116,0.00181835777972633,0.513856270059711,87.7601787451716,549,0.0,1311,0.0,1311,0.0,1220,0.0115742040085118,0.0783596071889809,0.0164472195409993,0.113771425179891,0.0354314625730182,0.214488585851339,16.4,397.478764103766,1613.54650878906,1613.54650878906,13.8190195777135,12.4478646817437,20.2794602325338,false,false,false,false,100,120,140,160,190,280,460,550,630,670,720,810,860,930,1060,Tropical & Subtropical Moist Broadleaf Forests,Australasia,1,,,,26.3857933811157,20.4364576850305,31.6682713678582,2767.66136507608,17.8889891533128,624.742276929264,71,221,264,28
Manaus,2016974,26041.6325686978,,,,,,0.0944186494551591,0.000940664433581135,0.0647671207593508,0.0070450208080246,0.0456732357373384,0.0241242450078044,0.0168212493383963,0.745252520985177,46.6834566870233,31,0.0,61,0.0,31,0.0,31,0.00135078229233611,0.000157601423881154,0.0035087705458157,0.00035057840523942,0.0121365889216763,0.0014243024315027,8.5,484.050327896219,3699.78076171875,3699.78076171875,0.589803904097521,1.07036867315191,2.41886661391324,false,false,false,false,90,120,150,210,280,410,600,760,960,1160,1390,1640,1750,1900,2060,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,1,,,,27.3427363518057,22.7062675372307,32.884217021005,2164.74023379223,62.4003688772045,292.017910270882,475,611,647,439
Manchester,2202601,67149.5190916614,0.060731381,8.98,22.19,13.21,81.56,0.01324704046626,0.024221361300034,0.238838356853281,0.00255634039135581,0.338800216955856,0.00182878879808547,0.00139615989619381,0.377679029777766,140.061425256645,390,0.0,524,0.0,487,0.0,462,0.067919308112081,0.289750143766554,0.0877363992201694,0.169861583673226,0.0785607707510315,0.127241909072617,9.6,204.507126211219,2487.435546875,2487.435546875,27.1522313330009,41.2971030394984,39.0392685703193,false,true,true,false,2420,2420,2430,2410,2400,2370,2340,2310,2280,2260,2240,2230,2230,2240,2250,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,9.88546466407861,1.20818136657909,20.8442485651025,983.98695564644,62.377234137758,102.333755501566,211,151,218,144
Maputo,2430922,42405.4482617409,,,,,,0.0112186897941705,0.0543739893412923,0.0222989713045193,0.0245546603294147,0.0670465263218121,0.01457103851851,0.0192788622166822,0.753200103346844,9.55163025094848,30,0.0,457,0.0,366,0.0,83,0.0114595027933575,0.110182792929621,0.0178537343801052,0.0956208821286866,0.0587426535431314,0.172107813926082,23.6,374.681312410401,1829.13134765625,1829.13134765625,3.12951101678062,3.45546674337027,7.12999497674731,true,true,true,true,90,130,180,260,370,460,550,650,780,920,1100,1330,1450,1620,1920,Tropical & Subtropical Moist Broadleaf Forests,Afrotropic,1,,,,23.0267299625836,12.4604436107097,31.2054062866899,775.597513755787,15.4625853414286,154.840965386346,276,408,426,258
Maracaibo,2140288,28436.0131519202,,1.89,16.28,14.38,35.47,0.00234849520990183,0.0065543605065753,0.0375800437586504,0.00723542278828547,0.0052294524612812,0.0241884772077403,0.0381546402152922,0.829581443099732,14.1569494069375,30,0.0,1650,0.0,259,0.0,122,0.0081178910049282,0.146694035758991,0.0195032655130388,0.250522758558811,0.0454915687547888,0.225914955431766,23.3,500.947485913605,798.269775390625,798.269775390625,4.70764778714249,10.1732990699128,18.978343544241,true,true,true,true,280,370,480,570,670,790,920,1100,1300,1500,1720,1980,2070,2200,2370,Deserts & Xeric Shrublands,Neotropic,1,6.438,0.8,0.29,28.2224594078675,22.6392128258194,33.5223393536506,445.630718048899,2.16361519565906,100.157483637424,266,354,401,219
Medellín,3419465,23048.0919034592,,2.4,26.09,23.69,52.85,0.0553887766718567,0.000668159067475345,0.129748306625978,0.00115468754507223,0.0866647927801253,0.0,0.00504641223401936,0.721328865075473,2245.60497922635,229,0.0,2896,0.0,1753,0.0,1524,0.00310558349424752,0.00306121966083413,0.00753543459434305,0.00863464269989989,0.0193785574509723,0.0100767986686025,23.3,925.446287419771,2457.47534179688,2457.47534179688,3.40468423926092,6.31325160311239,12.4138361644494,false,false,false,false,380,520,730,990,1260,1540,1730,1950,2140,2370,2720,3130,3300,3520,3790,Tropical & Subtropical Moist Broadleaf Forests,Neotropic,1,,,,20.624792520877,14.5555547115784,27.0103992501432,1700.98691615981,53.0175429090642,217.376416847742,530,390,607,313
Melbourne,3468022,160640.303238025,,8.5,20.36,11.87,84.43,0.0172317705427363,0.00156294800734986,0.0727504831371239,0.00119144948455984,0.0677448647268439,0.00631454864652896,0.00130595411794329,0.797147487783376,137.742670017262,315,0.0,1723,0.0,1132,0.0,599,0.0212994995551342,0.0383278811917381,0.0429555951017407,0.0343064722876735,0.0935371847786574,0.0317992054878714,7.3,139.985641673826,1863.66748046875,1863.66748046875,2.61401370884098,5.1100348489297,11.7922404501224,true,true,true,true,1330,1570,1850,2070,2330,2560,2760,2940,3120,3260,3430,3640,3730,3850,4010,Temperate Broadleaf & Mixed Forests,Australasia,1,7.773,0.779,0.229,14.5354189654032,5.44655248135955,26.0655410599053,742.300048300385,45.2934774955726,77.3405011916616,256,300,316,240
Mexico City,19515400,209530.670154236,0.026583467,3.71,16.4,12.7,46.26,0.0181745294513948,0.114911362848653,0.0111468328930657,0.000901436685677388,0.086601605775198,0.00184944101479146,0.0481635273683352,0.716938222434524,2319.61629925515,1089,0.0,3415,0.0,2956,0.0,2276,0.0520982733472512,0.295226120788512,0.0797719962815686,0.365268537293491,0.0661655014251883,0.272480235962989,23,581.11439492245,5565.10009765625,5565.10009765625,19.3992440754617,29.0960838154834,27.3849791658397,false,false,false,false,2880,3800,5010,6650,8770,10690,13010,14110,15310,16810,18020,18740,19030,19480,20190,Deserts & Xeric Shrublands,Nearctic,2,7.6,0.832,0.231,15.4333470398169,2.15281774156996,26.8985753011057,714.760880242565,6.08170578012585,147.97265668349,347,300,384,263
Miami,5406809,303718.442867412,0.061952993,,,,,0.00655396795241434,0.0057794958204785,0.121760108400991,0.0421145924724155,0.0265335478342497,0.0224710837159792,0.0335737150049418,0.680535635455126,0.0,7,0.0,25,0.0,10,0.0,7,0.0106569430003952,0.04028288689228,0.01877554544986,0.057582062032401,0.0258693402492629,0.031742044453249,6.1,115.222823821196,3208.82543945313,3208.82543945313,2.49635465034911,3.80450917675023,5.38405990716238,true,true,true,true,620,920,1360,1710,2140,2590,3120,3520,3970,4430,4950,5440,5580,5760,5970,Flooded Grasslands & Savannas,Neotropic,3,8.09,0.834,0.259,23.8159714629088,13.9555406472644,32.2364337357854,1469.80139666909,53.8813496098407,220.839742161554,333,268,363,238
Milan,3028675,76229.1234191393,0.099129487,,,,,0.0420809145177722,0.179510329428009,0.0070397851392171,0.000785809549360855,0.0720920974632429,0.00268885629969196,0.00700003396094963,0.688802173641756,159.141596402849,227,0.0,3642,0.0,2137,0.0,1230,0.0820309916837981,0.304968719664672,0.147846881777416,0.427253580495611,0.252399503265549,0.430968688811039,21.8,247.956737330852,4524.5791015625,4524.5791015625,13.1166838417432,25.7455484572412,47.6699646420661,false,false,false,false,1880,2100,2400,2700,3020,3130,3170,3130,3060,3020,2980,2950,2940,2940,2940,Temperate Broadleaf & Mixed Forests,Palearctic,2,,,,12.6811192964165,-1.16687810521157,28.6338196383921,1049.28306610189,58.6106875031045,118.613216893314,188,192,234,146
Minsk,2007511,26640.5846066253,,11.46,30.46,19.0,83.28,0.0827218837238816,0.0814154821265122,0.0218084034100392,0.00780494742155673,0.0808486147276771,0.0119672629868898,0.0,0.713433405603443,214.800763147395,44,0.0,174,0.0,147,0.0,112,0.0248245263534268,0.418473703314345,0.0433875770504675,0.457212486072277,0.0927102256854947,0.542724621899882,14.5,468.841802656741,924.085266113281,924.085266113281,2.13477993392012,2.96797669021359,3.83525228689459,false,false,false,false,280,410,550,720,930,1120,1320,1470,1610,1650,1700,1780,1800,1850,1880,Temperate Broadleaf & Mixed Forests,Palearctic,1,6.555,0.612,0.167,5.97631243335225,-9.83120418297969,22.6031942275931,662.351804686474,32.5876272328919,86.9129444695143,195,200,238,157
Monterrey,4230911,66950.5940776374,0.037568977,4.37,20.06,15.69,72.59,0.0101912473244263,0.00723968855854871,0.000886350136724526,0.000156431475872853,0.0308457533931087,4.83955430361874e-05,0.169148258844606,0.780939424864519,579.930456404068,1050,0.0,3025,0.0,2920,0.0,2150,0.0122123413484587,0.0294153144349059,0.0227232400280368,0.0276194241555245,0.0583599144859074,0.0208742291400742,20.8,393.631241655136,4228.3544921875,4228.3544921875,3.64531153447385,6.52138930671393,19.6288997082038,false,false,false,false,360,500,700,940,1270,1590,1990,2270,2590,2960,3270,3580,3710,3900,4140,Deserts & Xeric Shrublands,Nearctic,2,,,,21.8895912983605,7.75255696495832,34.5914962169932,588.75089787659,15.6024596191848,138.82461615022,357,277,393,241
Montreal,3107400,108657.819132124,,8.64,22.49,13.84,89.17,0.0567915595271728,0.0263902429439193,0.0423271535647897,0.000166721645640007,0.103403468220186,0.104698366173816,0.00146032964907064,0.664554882715961,28.3038117509613,55,0.0,704,0.0,460,0.0,246,0.0227234296566095,0.280738318324693,0.0463699651475379,0.455484773973653,0.0991699924411367,0.487779691784028,7.5,197.425211982291,3173.37939453125,3173.37939453125,3.54026722320108,7.13216755692019,16.6290438130924,false,false,false,false,1340,1650,2030,2370,2680,2790,2820,2900,3150,3300,3470,3600,3680,3780,3910,Temperate Broadleaf & Mixed Forests,Nearctic,1,,,,6.23844283259716,-14.8799510332965,26.6638242586734,961.490463159375,62.6008746000094,97.6303653848879,286,211,294,203
Moscow,14086870,188876.864898504,,8.34,24.56,16.22,83.31,0.163628379622368,0.0662055143629553,0.0192885554223226,0.0126551861761447,0.0898347086794106,0.0137631832651725,0.0,0.634587643834781,154.656854717741,31,0.0,122,0.0,76,0.0,31,0.0801160615286756,0.201452817367489,0.134781769429963,0.199272115352801,0.2022660652098,0.18881912924865,14.1,465.359088778085,2564.66162109375,2564.66162109375,7.53010831872337,13.5879771480763,24.7223162920417,false,false,false,false,5360,5750,6170,6620,7110,7620,8140,8580,8990,9200,10020,10420,10450,10500,10520,Temperate Broadleaf & Mixed Forests,Palearctic,1,6.931,0.702,0.159,4.8556046755579,-12.3708814089048,23.2244729877922,671.418170078881,32.278621416082,89.0511495328314,190,201,233,158
Mumbai,21748204,107557.442662281,,1.77,13.04,11.26,35.35,0.0286485585709737,0.210412769816995,0.0372010625711369,0.00787764897563481,0.0693282921125056,0.020435544022836,0.00627414174273979,0.525406637250958,72.6520971876117,244,0.0,914,0.0,853,0.0,610,0.021278756621891,0.285355052884664,0.0186426525564661,0.281308996293422,0.0366844905587757,0.310107703606438,56.2,1352.98941389597,11485.9921875,11485.9921875,36.9744873799838,26.9233684062509,49.2656699351996,false,false,false,false,2860,3430,4060,4850,5810,7080,8660,10340,12310,14110,16090,18200,18980,20070,21950,Tropical & Subtropical Moist Broadleaf Forests,Indomalayan,1,,,,26.8713475649124,17.9415325056269,33.6913513514142,2763.06814311202,0.0,1038.45278497541,377,364,435,306
Nagoya,7665970,265106.020396248,,,,,,0.0173419158998072,0.054472102010155,0.00666249640046723,0.00284479229245551,0.0429003291403416,0.0139785835388558,0.000251775995785172,0.806666929632706,60.6151837489858,378,0.0,2390,0.0,1415,0.0,860,0.0963406378501066,0.0268519053435859,0.105617994648741,0.0380063934704686,0.166297655482297,0.0449075869005516,13.1,180.309471702453,495.439056396484,495.439056396484,28.5998222823529,14.4582538210915,20.9576460852788,true,true,true,true,990,1230,1560,1760,2000,2290,2590,2710,2950,3060,3120,3200,3230,3270,3290,Temperate Broadleaf & Mixed Forests,Palearctic,1,,,,15.5456098311005,0.203528755951005,31.9044808665429,1717.12293124632,58.1222091580705,239.591026552495,151,213,240,124
